"searchedTranscript","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression","notGene"
"ENST00000299185","DEPDC4","ENSG00000166153
","                                            DEPDC4 (DEP Domain Containing 4) is a Protein Coding gene.                                            Diseases associated with DEPDC4 include Myopia and Renal Cell Carcinoma, Papillary, 1.                                                                                                                                    An important paralog of this gene is DEPDC7.","                                            DEPDC4 (DEP Domain Containing 4) is a Protein Coding gene.                                            Diseases associated with DEPDC4 include Myopia and Renal Cell Carcinoma, Papillary, 1.                                                                                                                                    An important paralog of this gene is DEPDC7.","no summary","Mon Dec 07 10:24:03 2020",0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.02,0,0,0,0,0.17,0.05,0.02,0.39,-0.03,FALSE
"ENST00000299185","DEPDC4","ENSG00000166153
","                                            DEPDC4 (DEP Domain Containing 4) is a Protein Coding gene.                                            Diseases associated with DEPDC4 include Myopia and Renal Cell Carcinoma, Papillary, 1.                                                                                                                                    An important paralog of this gene is DEPDC7.","                                            DEPDC4 (DEP Domain Containing 4) is a Protein Coding gene.                                            Diseases associated with DEPDC4 include Myopia and Renal Cell Carcinoma, Papillary, 1.                                                                                                                                    An important paralog of this gene is DEPDC7.","no summary","Mon Dec 07 10:24:05 2020",0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.02,0,0,0,0,0.17,0.05,0.02,0.39,-0.03,FALSE
"ENST00000311841","","ENSG00000256407","                                            ENSG00000256407  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is CYB5RL.","                                            ENSG00000256407  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is CYB5RL.","no summary","Mon Dec 07 09:13:31 2020",0,0.11,0,0,0,0,0.08,0.22,0.07,0,0,0.06,0.05,0.09,0,0,0.04,0,0,0,0.05,0.02,0.45,-0.03,TRUE
"ENST00000322227","","ENSG00000177369","                                            ENSG00000177369  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000177369  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:13:31 2020",0,0,0,0.08,0,0.12,0.05,0.03,0,0,0,0,0,0,0.03,0,0,0.1,0,0,0.03,0.01,0.41,-0.02,TRUE
"ENST00000329858","LPAR5","ENSG00000184574
","This gene encodes a member of the rhodopsin class of G protein-coupled transmembrane receptors. This protein transmits extracellular signals from lysophosphatidic acid to cells through heterotrimeric G proteins and mediates numerous cellular processes. Many G protein receptors serve as targets for pharmaceutical drugs. Transcript variants of this gene have been described.[provided by RefSeq, Dec 2008]","                                            LPAR5 (Lysophosphatidic Acid Receptor 5) is a Protein Coding gene.                                            Diseases associated with LPAR5 include Familial Woolly Hair Syndrome.                                            Among its related pathways are RET signaling and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity.                                            An important paralog of this gene is GPR68.","Receptor for lysophosphatidic acid (LPA), a mediator of diverse cellular activities.
                         LPAR5_HUMAN,Q9H1C0
                         ","Mon Dec 07 10:22:21 2020",0,0.1,0,0.05,0,0.15,0.25,0,0.09,0,0.07,0,0,0.05,0,0,0.19,0.03,0,0,0.07,0.03,0.48,-0.04,FALSE
"ENST00000330168","","ENSG00000248751","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","no summary","Mon Dec 07 09:14:32 2020",0.83,0.91,0.3,0.34,0.48,0,0.28,0.48,0.32,0.38,0.07,0,0.32,0.55,0.21,0.08,0.47,0,0.1,0.23,0.44,0.2,0.46,-0.24,TRUE
"ENST00000330168","","ENSG00000248751","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","                                            ENSG00000248751  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is TBC1D10A.","no summary","Mon Dec 07 09:13:32 2020",0.83,0.91,0.3,0.34,0.48,0,0.28,0.48,0.32,0.38,0.07,0,0.32,0.55,0.21,0.08,0.47,0,0.1,0.23,0.44,0.2,0.46,-0.24,TRUE
"ENST00000332981","PRKCH","ENSG00000027075
","Protein kinase C (PKC) is a family of serine- and threonine-specific protein kinases that can be activated by calcium and the second messenger diacylglycerol. PKC family members phosphorylate a wide variety of protein targets and are known to be involved in diverse cellular signaling pathways. PKC family members also serve as major receptors for phorbol esters, a class of tumor promoters. Each member of the PKC family has a specific expression profile and is believed to play a distinct role in cells. The protein encoded by this gene is one of the PKC family members. It is a calcium-independent and phospholipids-dependent protein kinase. It is predominantly expressed in epithelial tissues and has been shown to reside specifically in the cell nucleus. This protein kinase can regulate keratinocyte differentiation by activating the MAP kinase MAPK13 (p38delta)-activated protein kinase cascade that targets CCAAT/enhancer-binding protein alpha (CEBPA). It is also found to mediate the transcription activation of the transglutaminase 1 (TGM1) gene. Mutations in this gene are associated with susceptibility to cerebral infarction. [provided by RefSeq, Sep 2015]","                                            PRKCH (Protein Kinase C Eta) is a Protein Coding gene.                                            Diseases associated with PRKCH include Stroke, Ischemic and Amphetamine Abuse.                                            Among its related pathways are ADP signalling through P2Y purinoceptor 12 and Sweet Taste Signaling.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein tyrosine kinase activity.                                            An important paralog of this gene is PRKCE.","Calcium-independent, phospholipid- and diacylglycerol (DAG)-dependent serine/threonine-protein kinase that is involved in the regulation of cell differentiation in keratinocytes and pre-B cell receptor, mediates regulation of epithelial tight junction integrity and foam cell formation, and is required for glioblastoma proliferation and apoptosis prevention in MCF-7 cells. In keratinocytes, binds and activates the tyrosine kinase FYN, which in turn blocks epidermal growth factor receptor (EGFR) signaling and leads to keratinocyte growth arrest and differentiation. Associates with the cyclin CCNE1-CDK2-CDKN1B complex and inhibits CDK2 kinase activity, leading to RB1 dephosphorylation and thereby G1 arrest in keratinocytes. In association with RALA activates actin depolymerization, which is necessary for keratinocyte differentiation. In the pre-B cell receptor signaling, functions downstream of BLNK by up-regulating IRF4, which in turn activates L chain gene rearrangement. Regulates epithelial tight junctions (TJs) by phosphorylating occludin (OCLN) on threonine residues, which is necessary for the assembly and maintenance of TJs. In association with PLD2 and via TLR4 signaling, is involved in lipopolysaccharide (LPS)-induced RGS2 down-regulation and foam cell formation. Upon PMA stimulation, mediates glioblastoma cell proliferation by activating the mTOR pathway, the PI3K/AKT pathway and the ERK1-dependent phosphorylation of ELK1. Involved in the protection of glioblastoma cells from irradiation-induced apoptosis by preventing caspase-9 activation. In camptothecin-treated MCF-7 cells, regulates NF-kappa-B upstream signaling by activating IKBKB, and confers protection against DNA damage-induced apoptosis. Promotes oncogenic functions of ATF2 in the nucleus while blocking its apoptotic function at mitochondria. Phosphorylates ATF2 which promotes its nuclear retention and transcriptional activity and negatively regulates its mitochondrial localization.
                         KPCL_HUMAN,P24723
                         ","Mon Dec 07 10:24:49 2020",0,0.4,0.41,0.21,0.35,0.07,0.19,0.13,0.13,0,0.13,0.06,0,0.32,0,0.2,0,0.13,0.19,0,0.21,0.1,0.49,-0.11,FALSE
"ENST00000345127","PRICKLE1","ENSG00000139174
","This gene encodes a nuclear receptor that may be a negative regulator of the Wnt/beta-catenin signaling pathway. The encoded protein localizes to the nuclear membrane and has been implicated in the nuclear trafficking of the transcription repressors REST/NRSF and REST4. Mutations in this gene have been linked to progressive myoclonus epilepsy. Alternate splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome 3. [provided by RefSeq, Sep 2009]","                                            PRICKLE1 (Prickle Planar Cell Polarity Protein 1) is a Protein Coding gene.                                            Diseases associated with PRICKLE1 include Epilepsy, Progressive Myoclonic, 1B and Prickle1-Related Progressive Myoclonus Epilepsy With Ataxia.                                            Among its related pathways are Regulation of activated PAK-2p34 by proteasome mediated degradation and Signaling by GPCR.                                                                                        An important paralog of this gene is TES.","Involved in the planar cell polarity pathway that controls convergent extension during gastrulation and neural tube closure. Convergent extension is a complex morphogenetic process during which cells elongate, move mediolaterally, and intercalate between neighboring cells, leading to convergence toward the mediolateral axis and extension along the anteroposterior axis. Necessary for nuclear localization of REST. May serve as nuclear receptor.
                         PRIC1_HUMAN,Q96MT3
                         ","Mon Dec 07 10:24:37 2020",2.66,5.89,1.84,6.29,3.82,4.28,1.68,3.48,3.75,4.61,0.48,2.9,0.65,2.43,2.05,3.2,2.31,1.66,1.19,0.87,3.75,1.77,0.47,-1.97,FALSE
"ENST00000358855","NOL8","ENSG00000198000
","NOL8 binds Ras-related GTP-binding proteins (see MIM 608267) and plays a role in cell growth (Sekiguchi et al., 2004 [PubMed 14660641]).[supplied by OMIM, Mar 2008]","                                            NOL8 (Nucleolar Protein 8) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include nucleic acid binding and nucleotide binding.                                            ","Plays an essential role in the survival of diffuse-type gastric cancer cells. Acts as a nucleolar anchoring protein for DDX47. May be involved in regulation of gene expression at the post-transcriptional level or in ribosome biogenesis in cancer cells.
                         NOL8_HUMAN,Q76FK4
                         ","Mon Dec 07 10:22:45 2020",0,0.05,0,0.39,0.72,0.13,0,0.7,0.07,0,0.31,0,0,0,0,0,0.25,0,0,0.35,0.23,0.09,0.4,-0.14,FALSE
"ENST00000362680","","ENSG00000199550","                                            ENSG00000199550  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","                                            ENSG00000199550  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","Y RNA
                        RF00019
                        ","Mon Dec 07 09:13:33 2020",0,1.06,0,4.92,3.12,3.23,0.88,1.03,0,0,0.96,0,0,0,0,5.44,0,0,0,0,1.58,0.64,0.4,-0.94,TRUE
"ENST00000362885","","ENSG00000199755","                                            ENSG00000199755  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","                                            ENSG00000199755  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","Y RNA
                        RF00019
                        ","Mon Dec 07 09:13:34 2020",0,1.1,0,0,0,0,0,1.08,0,0,0,1.01,0,0,0,0,0,0,0,0,0.24,0.1,0.41,-0.14,TRUE
