"searchedTranscript","transcriptGene"
"ENST00000430625","XIAP"
"ENST00000430798","GLCCI1"
"ENST00000430807","TANGO2"
"ENST00000430973","RPL23AP25"
"ENST00000431076","GALNT13"
"ENST00000431207","LRRC23"
"ENST00000431279","STK33"
"ENST00000431282","APOBR"
"ENST00000431305","FRMPD2B"
"ENST00000431407","ISM1-AS1"
"ENST00000431421","TBL1XR1"
"ENST00000431427","HTR3E-AS1"
"ENST00000431547","RFTN1"
"ENST00000431645","SRRT"
"ENST00000431648","ANKRD20A5P"
"ENST00000431765","DVL3"
"ENST00000431923","HDHD5-AS1"
"ENST00000431953","NFYAP1"
"ENST00000431960","DAG1"
"ENST00000432018","IL1B"
"ENST00000432054","TMCC1"
"ENST00000432063","PPP1R32"
"ENST00000432105","PUM2"
"ENST00000432245","STRA6"
"ENST00000432311","BZW2"
"ENST00000432455","PLXNB2"
"ENST00000432464","SIRT1"
"ENST00000432494","MEIOC"
"ENST00000432519","RFTN1"
"ENST00000432541","ST7-AS2"
"ENST00000432566","GOLGA8A"
"ENST00000432680","MAMLD1"
"ENST00000432738","SERPINE2"
"ENST00000432739","TMEM183AP1"
"ENST00000432741","CCDC18-AS1"
"ENST00000432775","CCSER1"
"ENST00000432786","ARPC1A"
"ENST00000432791","KANSL1"
"ENST00000432826","TARM1"
"ENST00000432841","OR2B8P"
"ENST00000432863","RAD54L2"
"ENST00000432938","TNKS2-AS1"
"ENST00000433034","ARPC4"
"ENST00000433071","LOC150051"
"ENST00000433092","MAP3K13"
"ENST00000433134","IKZF2"
"ENST00000433228","LOC101928389"
"ENST00000433265","TRIM52-AS1"
"ENST00000433268","CFAP70"
"ENST00000433398","RPL35P5"
"ENST00000433416","TTC27"
"ENST00000433422","CLDN15"
"ENST00000433525","WBP2"
"ENST00000433547","ETV1"
"ENST00000433814","PCGF3"
"ENST00000433848","CCRL2"
"ENST00000433898","NDUFB3"
"ENST00000433917","ZDHHC9"
"ENST00000433924","SLC20A1"
"ENST00000433933","HECW2-AS1"
"ENST00000434013","NPC2"
"ENST00000434016","DRGX"
"ENST00000434041","ARL17B"
"ENST00000434130","PATL2"
"ENST00000434309","LINC02015"
"ENST00000434418","LINC01090"
"ENST00000434554","PNPO"
"ENST00000434555","B4GALT2"
"ENST00000434578","TMEM51"
"ENST00000434602","ZNF800"
"ENST00000434630","RPS15AP15"
"ENST00000434632","GPAT2"
"ENST00000434676","DNM1L"
"ENST00000434843","FER1L4"
"ENST00000434982","ANKRD55"
"ENST00000435037","ARHGEF7-AS1"
"ENST00000435063","HEY1"
"ENST00000435101","CYP2D7"
"ENST00000435127","LOC100506178"
"ENST00000435149","NCSTN"
"ENST00000435153","GUK1"
"ENST00000435198","UBE2J2"
"ENST00000435259","C5orf24"
"ENST00000435310","TMEM9"
"ENST00000435350","TRHDE-AS1"
"ENST00000435409","INTS3"
"ENST00000435464","ISLR2"
"ENST00000435555","PRPSAP1"
"ENST00000435576","TRABD2B"
"ENST00000435842","BATF2"
"ENST00000435928","CALD1"
"ENST00000436021","TDG"
"ENST00000436069","DMAP1"
"ENST00000436277","MAST4"
"ENST00000436384","CD36"
"ENST00000436408","MUC20"
"ENST00000436466","SUPT20HL1"
"ENST00000436529","BACH1-IT2"
"ENST00000436544","PLB1"
"ENST00000436557","FSIP2-AS1"
"ENST00000436590","FIGNL1"
"ENST00000436712","GAPVD1"
"ENST00000436743","FCGR3A"
"ENST00000436862","GRIK2"
"ENST00000436886","CASTOR3"
"ENST00000436962","MTCO2P16"
"ENST00000437007","LCT-AS1"
"ENST00000437013","FKBP6"
"ENST00000437075","MFSD9"
"ENST00000437106","RPL3P1"
"ENST00000437188","RPSAP28"
"ENST00000437255","SPAG17"
"ENST00000437365","MAP3K19"
"ENST00000437477","SAMD3"
"ENST00000437500","RBM5"
"ENST00000437572","ATP5MF-PTCD1"
"ENST00000437630","PSMD14"
"ENST00000437690","CHCHD4P4"
"ENST00000437738","TBL1XR1"
"ENST00000437836","SLC4A11"
"ENST00000437844","ZEB1"
"ENST00000437920","LINC01754"
"ENST00000437930","ACTA2-AS1"
"ENST00000437995","SURF1"
"ENST00000437999","CCDC93"
"ENST00000438020","CD36"
"ENST00000438149","BAG6"
"ENST00000438158","LINC01705"
"ENST00000438162","FLOT1"
"ENST00000438195","LINC01358"
"ENST00000438240","POLR2H"
"ENST00000438241","C1QA"
"ENST00000438382","NCF1C"
"ENST00000438475","MMP8"
"ENST00000438543","WWC2"
"ENST00000438570","SMYD1"
"ENST00000438616","ARTN"
"ENST00000438717","FER"
"ENST00000438754","SEPTIN5"
"ENST00000438761","SPATS2L"
"ENST00000439028","S1PR5"
"ENST00000439058","LOC100506098"
"ENST00000439083","TNS1"
"ENST00000439084","SPATS2L"
"ENST00000439229","VDAC1P1"
"ENST00000439275","RND3"
"ENST00000439346","CHEK2"
"ENST00000439370","MPP1"
"ENST00000439563","BTBD19"
"ENST00000439615","SMPD2"
"ENST00000439627","PLCB1"
"ENST00000439628","ZSCAN31"
"ENST00000439681","UBR3"
"ENST00000439705","CREM"
"ENST00000439759","DIAPH2-AS1"
"ENST00000439812","ATG9A"
"ENST00000439883","ANKIB1"
"ENST00000440022","EFHB"
"ENST00000440225","TAF6"
"ENST00000440274","NDUFS1"
"ENST00000440381","P4HA1"
"ENST00000440435","MED6"
"ENST00000440443","FER1L4"
"ENST00000440498","AGAP1-IT1"
"ENST00000440556","LINC02048"
"ENST00000440625","IFRD1"
"ENST00000440656","GLB1"
"ENST00000440696","IFT27"
"ENST00000440731","PGBD4P3"
"ENST00000440838","PSMD1"
"ENST00000440886","LPAR3"
"ENST00000440955","PINCR"
"ENST00000441013","LINC00158"
"ENST00000441085","MIR9-1HG"
"ENST00000441143","BAZ2B"
"ENST00000441144","IGSF11"
"ENST00000441199","VMO1"
"ENST00000441239","C3orf18"
"ENST00000441282","LGMNP1"
"ENST00000441298","ZNF3"
"ENST00000441343","ATP1A3"
"ENST00000441358","BCAN"
"ENST00000441404","OR2R1P"
"ENST00000441476","PMS2"
"ENST00000441679","EPHA4"
"ENST00000441749","CATIP-AS1"
"ENST00000441835","TAF1A-AS1"
"ENST00000441860","RPL23AP76"
"ENST00000441896","TNRC18P3"
"ENST00000441983","TRAPPC12"
"ENST00000441987","TANK"
"ENST00000442107","TMEM106B"
"ENST00000442108","LINC02818"
"ENST00000442110","OXA1L"
"ENST00000442306","IGKV1OR10-1"
"ENST00000442331","DHX57"
"ENST00000442351","BMS1P11"
"ENST00000442384","BSN-AS1"
"ENST00000442556","DNAI1"
"ENST00000442621","OVAAL"
"ENST00000442711","INHBA"
"ENST00000443022","FBXO32"
"ENST00000443056","AWAT2"
"ENST00000443123","LINC01789"
"ENST00000443155","RANBP17"
"ENST00000443308","SHISA5"
"ENST00000443316","KCTD20"
"ENST00000443347","FAM27C"
"ENST00000443571","GSTK1"
"ENST00000443658","TPTEP2"
"ENST00000443681","PPM1M"
"ENST00000443700","AP1S3"
"ENST00000443723","DLEU7"
"ENST00000443729","EXO5"
"ENST00000443785","PAXBP1"
"ENST00000443790","EDEM1"
"ENST00000443800","SPRY4-AS1"
"ENST00000443965","LINC02154"
"ENST00000443976","RNF183"
"ENST00000444069","NME6"
"ENST00000444128","NCOA7"
"ENST00000444237","SCN11A"
"ENST00000444262","ADORA2A"
"ENST00000444273","ZNF451"
"ENST00000444278","DEF6"
"ENST00000444300","DET1"
"ENST00000444347","PARP16"
"ENST00000444476","LINC00475"
"ENST00000444908","TCAF2"
"ENST00000444924","GPAT2P1"
"ENST00000445027","LINC01047"
"ENST00000445089","VPS8"
"ENST00000445120","CARF"
"ENST00000445322","ELMO1"
"ENST00000445355","ADAM8"
"ENST00000445458","FANK1-AS1"
"ENST00000445482","VGF"
"ENST00000445535","HSPA7"
"ENST00000445564","GDI1"
"ENST00000445625","SORBS2"
"ENST00000445705","GALE"
"ENST00000445721","NUP50"
"ENST00000445723","BLCAP"
"ENST00000445752","CCDC144B"
"ENST00000445758","NBPF7"
"ENST00000445766","PRICKLE1"
"ENST00000445803","CREB1"
"ENST00000445815","AFF3"
"ENST00000445959","MAD1L1"
"ENST00000445984","APCDD1L-DT"
"ENST00000446112","SEPHS1P4"
"ENST00000446149","EPHA10"
"ENST00000446151","NFE2L2"
"ENST00000446159","MAGI2-AS3"
"ENST00000446222","ZSCAN31"
"ENST00000446295","NUS1P1"
"ENST00000446479","CATSPER2P1"
"ENST00000446503","PLCD4"
"ENST00000446507","PTCRA"
"ENST00000446595","PGM5P4-AS1"
"ENST00000446596","BZW2"
"ENST00000446609","PLEKHM1"
"ENST00000446699","EIF2AK1"
"ENST00000446834","SYCP2"
"ENST00000446921","SIK3"
"ENST00000446989","LINC01054"
"ENST00000447016","PRDM15"
"ENST00000447025","MCF2L2"
"ENST00000447039","LOC101927354"
"ENST00000447052","EEF1A1P1"
"ENST00000447186","ZNF143"
"ENST00000447204","TMEM176B"
"ENST00000447246","LRPPRC"
"ENST00000447264","NOSTRIN"
"ENST00000447287","WASF1"
"ENST00000447373","NSA2P3"
"ENST00000447403","CALCRL"
"ENST00000447467","DYNC1I1"
"ENST00000447556","KCTD18"
"ENST00000447598","PLA2G6"
"ENST00000447614","BABAM1"
"ENST00000447681","ST6GALNAC6"
"ENST00000447713","ANKRD44"
"ENST00000447721","MARS1"
"ENST00000447768","HAX1"
"ENST00000447788","ZC4H2"
"ENST00000447829","MLH1"
"ENST00000447832","LEMD1-AS1"
"ENST00000447898","DUXAP8"
"ENST00000447901","GGCT"
"ENST00000447995","PTPN12"
"ENST00000448074","TCTEX1D1"
"ENST00000448203","KLHL10"
"ENST00000448322","FAM86GP"
"ENST00000448549","TRA2A"
"ENST00000448576","GATAD2A"
"ENST00000448656","CCDC148"
"ENST00000448741","HEBP2"
"ENST00000448764","SRRT"
"ENST00000448857","HSD17B3-AS1"
"ENST00000448874","PTMA"
"ENST00000448913","TARDBPP2"
"ENST00000448967","FLACC1"
"ENST00000449001","PLEKHG6"
"ENST00000449018","TRIM67"
"ENST00000449190","RFX3"
"ENST00000449198","NOVA1"
"ENST00000449220","POMC"
"ENST00000449282","NANOGP11"
"ENST00000449394","NLRX1"
"ENST00000449432","MCTP2"
"ENST00000449434","LINC00665"
"ENST00000449457","LINC02561"
"ENST00000449493","AMBN"
"ENST00000449543","MTMR14"
"ENST00000449556","ATP6AP1"
"ENST00000449557","SCN5A"
"ENST00000449645","TMLHE"
"ENST00000449677","UNC5D"
"ENST00000449726","PLEKHA8"
"ENST00000449742","TRIM10"
"ENST00000449745","PES1P2"
"ENST00000449779","GSAP"
"ENST00000449821","TTI1"
"ENST00000449851","RPL7P14"
"ENST00000449870","ILF3"
"ENST00000449878","PTGES2"
"ENST00000449886","ZBTB43"
"ENST00000449912","TRPM6"
"ENST00000449956","ITIH3"
"ENST00000449990","LINC01501"
"ENST00000450014","CRBN"
"ENST00000450121","ABCG1"
"ENST00000450127","PDCL3"
"ENST00000450200","ACAP2"
"ENST00000450226","SEPTIN14P21"
"ENST00000450232","PFKFB3"
"ENST00000450297","SPTLC3"
"ENST00000450303","PRPF40A"
"ENST00000450372","LGALS8"
"ENST00000450403","MINDY2"
"ENST00000450418","PNPT1P1"
"ENST00000450424","EIF4G1"
"ENST00000450490","DNAH14"
"ENST00000450578","NOC2LP1"
"ENST00000450628","LINC01808"
"ENST00000450712","ZNF772"
"ENST00000450746","LINC01985"
"ENST00000450763","NPAS2"
"ENST00000450875","CITED1"
"ENST00000450890","ITGB1-DT"
"ENST00000450894","ITGB4"
"ENST00000450904","MRPL21"
"ENST00000450966","USP40"
"ENST00000451024","NKX1-2"
"ENST00000451025","MAD2L1BP"
"ENST00000451257","FAM230B"
"ENST00000451287","PPM1N"
"ENST00000451330","GABRG3"
"ENST00000451408","CEP170"
"ENST00000451451","NDUFA6-DT"
"ENST00000451590","HRAS"
"ENST00000451592","XPNPEP1"
"ENST00000451662","PCCA-AS1"
"ENST00000451695","XRCC5"
"ENST00000451769","DTX2"
"ENST00000451838","SHOC2"
"ENST00000451865","DNASE1L1"
"ENST00000451920","PRDX2P2"
"ENST00000451989","ASNSP3"
"ENST00000452142","BIN2"
"ENST00000452143","USP1"
"ENST00000452448","EPHA3"
"ENST00000452474","CREB1"
"ENST00000452509","LINC01364"
"ENST00000452625","MYH11"
"ENST00000452726","ALAD"
"ENST00000452728","ENTPD1-AS1"
"ENST00000452818","HIRA"
"ENST00000452865","MTX2"
"ENST00000452867","RASAL2-AS1"
"ENST00000452894","UBE2E2"
"ENST00000452905","ALDH1L1"
"ENST00000452938","CRLS1"
"ENST00000452943","DBNL"
"ENST00000453022","DEPDC1B"
"ENST00000453058","GXYLT1P3"
"ENST00000453064","RPL7AP43"
"ENST00000453116","MXI1"
"ENST00000453166","IGKV2D-28"
"ENST00000453237","CXCR2"
"ENST00000453337","HLA-DPA1"
"ENST00000453351","ZNF621"
"ENST00000453356","TNS1"
"ENST00000453375","DNAH14"
"ENST00000453574","ARMCX4"
"ENST00000453615","PSMD4"
"ENST00000453631","NFYC"
"ENST00000453862","LINC00456"
"ENST00000453906","TMEM67"
"ENST00000453952","GOLGA8N"
"ENST00000453956","LANCL1"
"ENST00000453976","RIMS1"
"ENST00000454005","RASA3-IT1"
"ENST00000454043","LINC00299"
"ENST00000454044","ANKRD26P3"
"ENST00000454122","ZNF638"
"ENST00000454222","MTERF1"
"ENST00000454293","ABHD5"
"ENST00000454482","DSCR9"
"ENST00000454549","CCDC74A"
"ENST00000454590","MAP7"
"ENST00000454618","STYXL1"
"ENST00000454637","CELSR1"
"ENST00000454659","PRCC"
"ENST00000454703","ACSL1"
"ENST00000454734","RNASEH1"
"ENST00000454786","UBE2F"
"ENST00000454825","REXO4"
"ENST00000454956","SERPINE2"
"ENST00000454977","EIPR1-IT1"
"ENST00000455029","RRBP1"
"ENST00000455250","PDIA3"
"ENST00000455307","LINC01014"
"ENST00000455368","TRMT10A"
"ENST00000455392","GRIK1-AS1"
"ENST00000455406","ZRANB2-AS2"
"ENST00000455490","ZNF709"
"ENST00000455571","RUNX1"
"ENST00000455666","TRPV2"
"ENST00000455737","IGHV4-4"
"ENST00000455791","ZNF337-AS1"
"ENST00000455812","MEGF11"
"ENST00000455892","ST3GAL5"
"ENST00000455972","FAM189A2"
"ENST00000456060","SORBS2"
"ENST00000456074","ZIK1P1"
"ENST00000456075","TOP3B"
"ENST00000456120","WDR11-AS1"
"ENST00000456122","DCLRE1C"
"ENST00000456133","EPCAM"
"ENST00000456171","COBLL1"
"ENST00000456178","DEPDC5"
"ENST00000456187","PABPC5-AS1"
"ENST00000456189","NQO2-AS1"
"ENST00000456256","PLCB2"
"ENST00000456349","ASPA"
"ENST00000456462","NFS1"
"ENST00000456471","ADPGK"
"ENST00000456473","CAV1"
"ENST00000456504","MCTP2"
"ENST00000456662","DDX39B"
"ENST00000456676","MLH1"
"ENST00000456677","WDR53"
"ENST00000456706","SLC25A22"
"ENST00000456725","RPL36P4"
"ENST00000456790","MMP24OS"
"ENST00000457018","CLEC1A"
"ENST00000457080","MITF"
"ENST00000457172","AZI2"
"ENST00000457231","EEF1GP1"
"ENST00000457304","ZNF385B"
"ENST00000457314","MYL7"
"ENST00000457327","TREML3P"
"ENST00000457331","ZKSCAN7-AS1"
"ENST00000457433","TINAGL1"
"ENST00000457471","MTCYBP14"
"ENST00000457534","TMEM184B"
"ENST00000457608","SLC9A3P3"
"ENST00000457633","PRKRA"
"ENST00000457760","RPL23AP5"
"ENST00000457770","PCBP1-AS1"
"ENST00000457786","ARPC3P2"
"ENST00000457826","MYO1H"
"ENST00000457839","MBD1"
"ENST00000457965","ZNF561"
"ENST00000457997","ANKRD20A9P"
"ENST00000458001","GAS6-AS1"
"ENST00000458137","CASP12"
"ENST00000458234","NCOR2"
"ENST00000458272","KLF7"
"ENST00000458403","COL4A2-AS2"
"ENST00000458405","CPVL"
"ENST00000458493","KRIT1"
"ENST00000458511","TRAPPC2"
"ENST00000458567","PPIL2"
"ENST00000458570","ZMAT1"
"ENST00000458610","CD28"
"ENST00000458623","DUXAP8"
"ENST00000458626","C1orf226"
"ENST00000458636","EYA2"
"ENST00000458641","GRM7"
"ENST00000458646","RARB"
"ENST00000458718","IGKV1OR22-5"
"ENST00000459332","SNORD108"
"ENST00000459460","RNU7-45P"
"ENST00000459577","SNORD124"
"ENST00000459636","POLE4"
"ENST00000459638","FRMD4B"
"ENST00000459699","STAG3"
"ENST00000459703","CPNE5"
"ENST00000459709","KIAA2012"
"ENST00000459822","KCNAB2"
"ENST00000459828","MYRIP"
"ENST00000459845","FBXO9"
"ENST00000459851","TJAP1"
"ENST00000459862","CDK18"
"ENST00000459972","ATP1A2"
"ENST00000460001","ITGB1BP1"
"ENST00000460011","FTCD"
"ENST00000460019","DPYD"
"ENST00000460040","VILL"
"ENST00000460142","SYNPR"
"ENST00000460158","VPS8"
"ENST00000460170","PTPRU"
"ENST00000460195","OXSM"
"ENST00000460215","SCMH1"
"ENST00000460276","NCOR1"
"ENST00000460289","PTPN4"
"ENST00000460311","MMADHC"
"ENST00000460328","TTC3"
"ENST00000460342","AGPS"
"ENST00000460401","TRPC1"
"ENST00000460410","NEPRO"
"ENST00000460412","DCUN1D1"
"ENST00000460500","SSX2IP"
"ENST00000460511","IWS1"
"ENST00000460517","WWTR1"
"ENST00000460578","C5"
"ENST00000460592","SLC11A1"
"ENST00000460607","ZMYM6"
"ENST00000460631","FDX2"
"ENST00000460637","SGO1"
"ENST00000460674","CP"
"ENST00000460679","JAM2"
"ENST00000460731","PTPN12"
"ENST00000460742","C6orf52"
"ENST00000460746","BRD8"
"ENST00000460806","BHLHE40"
"ENST00000460856","KALRN"
"ENST00000460881","KIAA1755"
"ENST00000460943","LAT2"
"ENST00000460991","TRABD2A"
"ENST00000461022","RPS3AP21"
"ENST00000461030","TINAGL1"
"ENST00000461294","PDGFRA"
"ENST00000461422","CFLAR"
"ENST00000461458","RPL21P11"
"ENST00000461475","GLB1"
"ENST00000461505","SLC26A9"
"ENST00000461520","USP54"
"ENST00000461536","SEC61G"
"ENST00000461540","CCT4"
"ENST00000461543","RPSAP24"
"ENST00000461593","PPP1R10"
"ENST00000461600","ARMC8"
"ENST00000461614","EPHA2"
"ENST00000461647","SLC16A4"
"ENST00000461717","KCNAB1"
"ENST00000461775","TAB1"
"ENST00000461829","PANK1"
"ENST00000461859","TUFT1"
"ENST00000461868","PFN2"
"ENST00000461914","DNASE1L3"
"ENST00000461992","RABL6"
"ENST00000462004","ANKMY1"
"ENST00000462034","ARPC2"
"ENST00000462190","SPATS2L"
"ENST00000462235","STT3B"
"ENST00000462296","RPL22"
"ENST00000462303","PYGM"
"ENST00000462312","KRT23"
"ENST00000462405","HFM1"
"ENST00000462418","IL5"
"ENST00000462475","COL7A1"
"ENST00000462505","EMC1"
"ENST00000462524","ZNF542P"
"ENST00000462528","LINC02024"
"ENST00000462578","TARS2"
"ENST00000462596","ECE2"
"ENST00000462639","SAT1"
"ENST00000462687","RIT1"
"ENST00000462753","TMEM209"
"ENST00000462788","TBC1D15"
"ENST00000462805","EPHA2"
"ENST00000462855","ATP6V1A"
"ENST00000462898","PIK3CB"
"ENST00000462915","GTF2I"
"ENST00000462918","PLG"
"ENST00000462921","RN7SL181P"
"ENST00000463020","SND1"
"ENST00000463137","SCART1"
"ENST00000463140","MAP3K5"
"ENST00000463203","ASCC2"
"ENST00000463225","ARHGAP18"
"ENST00000463258","CNBD2"
"ENST00000463279","SPOCK2"
"ENST00000463335","ANTXR1"
"ENST00000463371","LAMTOR2"
"ENST00000463393","ZMYM1"
"ENST00000463461","VTCN1"
"ENST00000463518","NMD3"
"ENST00000463527","KRTCAP2"
"ENST00000463546","SH3BGRL"
"ENST00000463555","TARS2"
"ENST00000463605","RPL21P39"
"ENST00000463606","PRICKLE4"
"ENST00000463676","GRM7"
"ENST00000463681","AHSA2P"
"ENST00000463688","COMMD3"
"ENST00000463697","CNOT10"
"ENST00000463698","FBXL2"
"ENST00000463699","ACKR2"
"ENST00000463700","CFAP91"
"ENST00000463865","SH3YL1"
"ENST00000463868","ALAS2"
"ENST00000463888","KRBOX1"
"ENST00000463967","BSDC1"
"ENST00000463987","RPL32P24"
"ENST00000464013","RBM6"
"ENST00000464020","ST7"
"ENST00000464028","SUGCT"
"ENST00000464088","CD58"
"ENST00000464125","FAM3D-AS1"
"ENST00000464130","FANK1"
"ENST00000464181","ARMC8"
"ENST00000464296","FRMD7"
"ENST00000464302","RGS2"
"ENST00000464324","RASGRP2"
"ENST00000464351","MXRA8"
"ENST00000464478","EPS15"
"ENST00000464482","ATXN10"
"ENST00000464489","MYLK"
"ENST00000464552","PRKD3"
"ENST00000464581","CHEK2"
"ENST00000464591","C1orf162"
"ENST00000464663","TIMM17B"
"ENST00000464702","PDPK1"
"ENST00000464710","IL6"
"ENST00000464759","PIP5KL1"
"ENST00000464913","CBWD5"
"ENST00000464994","IL1R2"
"ENST00000464998","NEXN"
"ENST00000465064","STAC"
"ENST00000465073","USP42"
"ENST00000465084","PAX8"
"ENST00000465087","NET1"
"ENST00000465097","P3H4"
"ENST00000465188","NME1"
"ENST00000465208","EPHA1"
"ENST00000465250","SMIM7"
"ENST00000465280","RPL14"
"ENST00000465290","MYO5A"
"ENST00000465427","FLOT2"
"ENST00000465493","CABYRP1"
"ENST00000465505","SNX4"
"ENST00000465538","LCLAT1"
"ENST00000465565","SURF4"
"ENST00000465569","DGKD"
"ENST00000465574","HUNK"
"ENST00000465627","UBA3"
"ENST00000465674","ZNF322"
"ENST00000465699","C6orf136"
"ENST00000465713","PLCD4"
"ENST00000465750","CFB"
"ENST00000465811","NEK5"
"ENST00000465843","FBXO24"
"ENST00000465955","PRDM15"
"ENST00000465984","SLC11A1"
"ENST00000465985","SAMHD1"
"ENST00000465994","CAP2"
"ENST00000466012","TMBIM1"
"ENST00000466019","IDS"
"ENST00000466120","ANKS6"
"ENST00000466176","HSD17B7"
"ENST00000466254","TRBC2"
"ENST00000466340","SELL"
"ENST00000466358","ERC2"
"ENST00000466462","RPP30"
"ENST00000466504","B4GALT3"
"ENST00000466509","RPSAP48"
"ENST00000466519","SEC22A"
"ENST00000466555","TM9SF2"
"ENST00000466589","L3MBTL2"
"ENST00000466591","COL7A1"
"ENST00000466608","EML6"
"ENST00000466617","ADCY5"
"ENST00000466662","PNCK"
"ENST00000466739","ADHFE1"
"ENST00000466767","CD84"
"ENST00000466795","RNF13"
"ENST00000466803","HOOK1"
"ENST00000466845","LRCH3"
"ENST00000466872","C9orf135"
"ENST00000466901","COPS7B"
"ENST00000466941","ZBTB48"
"ENST00000466962","WDR13"
"ENST00000467026","MCM3AP"
"ENST00000467044","NUP188"
"ENST00000467071","AMPD2"
"ENST00000467109","KIAA0319L"
"ENST00000467132","SERPINA3"
"ENST00000467210","IL17RD"
"ENST00000467275","ATG3"
"ENST00000467309","TAF1"
"ENST00000467379","SLC47A2"
"ENST00000467414","MUC12"
"ENST00000467421","ARHGAP4"
"ENST00000467422","GULP1"
"ENST00000467520","TMEM41A"
"ENST00000467548","GLB1L"
"ENST00000467584","FGFR2"
"ENST00000467607","POLM"
"ENST00000467626","CRLF2"
"ENST00000467632","DRD3"
"ENST00000467655","CEP97"
"ENST00000467670","TTLL7"
"ENST00000467728","NR1H3"
"ENST00000467734","NOP58"
"ENST00000467750","GAPVD1"
"ENST00000467762","RIF1"
"ENST00000467825","RPL13A"
"ENST00000467866","MIEF1"
"ENST00000467991","DCST2"
"ENST00000468059","BACH1"
"ENST00000468065","ADAM9"
"ENST00000468085","DUSP10"
"ENST00000468114","KLC4"
"ENST00000468181","PPP1R10"
"ENST00000468208","SETD5"
"ENST00000468210","NDUFB5"
"ENST00000468211","PTCH1"
"ENST00000468214","PCOLCE"
"ENST00000468221","SLC11A1"
"ENST00000468262","TGM2"
"ENST00000468285","VDAC2"
"ENST00000468401","HBP1"
"ENST00000468408","MAP3K20"
"ENST00000468555","NSUN3"
"ENST00000468596","P2RY12"
"ENST00000468608","PARP1"
"ENST00000468643","RBM11"
"ENST00000468665","EYA3"
"ENST00000468683","ADCY5"
"ENST00000468691","XIAP"
"ENST00000468765","NLRX1"
"ENST00000468777","PCCB"
"ENST00000468832","SPATS2L"
"ENST00000468840","FAM13C"
"ENST00000468856","RASGRP3"
"ENST00000468889","TFB1M"
"ENST00000468895","GNAS"
"ENST00000468937","SYNE1"
"ENST00000468944","TOM1L2"
"ENST00000468961","THOC7-AS1"
"ENST00000469007","VEPH1"
"ENST00000469025","OPTN"
"ENST00000469026","RPL7AP60"
"ENST00000469106","ENTPD2"
"ENST00000469159","NCSTN"
"ENST00000469256","UCK2"
"ENST00000469263","SLC7A8"
"ENST00000469269","TGM2"
"ENST00000469280","NCF2"
"ENST00000469332","GNPAT"
"ENST00000469346","RGN"
"ENST00000469382","RNF32"
"ENST00000469398","YWHAE"
"ENST00000469431","GNAS"
"ENST00000469440","SNTN"
"ENST00000469449","SLC11A1"
"ENST00000469484","WNT5A-AS1"
"ENST00000469525","SLC44A5"
"ENST00000469573","GRB14"
"ENST00000469575","RGS10"
"ENST00000469672","ABCD4"
"ENST00000469688","RPL35AP32"
"ENST00000469722","P2RX6"
"ENST00000469767","FCAR"
"ENST00000469847","SLC26A8"
"ENST00000469851","PKD1"
"ENST00000469980","BBS5"
"ENST00000470003","SETD6"
"ENST00000470019","PTK7"
"ENST00000470102","UNC5CL"
"ENST00000470120","YPEL5"
"ENST00000470124","WDR13"
"ENST00000470167","COL3A1"
"ENST00000470182","KIAA1109"
"ENST00000470205","RPS26P3"
"ENST00000470290","PRRG1"
"ENST00000470294","EFNA3"
"ENST00000470315","ACSS2"
"ENST00000470346","LINC02610"
"ENST00000470353","FBH1"
"ENST00000470448","SPATA17"
"ENST00000470455","ATP6V1A"
"ENST00000470482","HDLBP"
"ENST00000470501","LCN12"
"ENST00000470543","HIGD1A"
"ENST00000470593","DLEU1"
"ENST00000470618","NECTIN3"
"ENST00000470638","PRIM2"
"ENST00000470650","CCDC93"
"ENST00000470661","PTP4A1"
"ENST00000470789","FAM178B"
"ENST00000470792","RN7SL340P"
"ENST00000470855","DPH7"
"ENST00000470888","AK4"
"ENST00000470923","RN7SL807P"
"ENST00000470927","RPL7P17"
"ENST00000470929","MYH7B"
"ENST00000470940","SP100"
"ENST00000470962","ADAP2"
"ENST00000470982","DNAI1"
"ENST00000470990","MAGI1"
"ENST00000471010","NPL"
"ENST00000471030","LSMEM1"
"ENST00000471042","LAMA5"
"ENST00000471056","RENBP"
"ENST00000471109","RALGDS"
"ENST00000471113","RMND5A"
"ENST00000471135","RAI1"
"ENST00000471143","TSC2"
"ENST00000471268","KDELR3"
"ENST00000471315","MLLT10"
"ENST00000471320","KIN"
"ENST00000471363","CACNA2D3"
"ENST00000471410","TSPAN7"
"ENST00000471420","PPCS"
"ENST00000471427","POLR1A"
"ENST00000471649","XRCC5"
"ENST00000471701","PRPF40A"
"ENST00000471706","POLR3GL"
"ENST00000471709","ARMC8"
"ENST00000471787","BARD1"
"ENST00000471812","GGPS1"
"ENST00000471815","FAM107B"
"ENST00000471857","IGKV1D-8"
"ENST00000471894","PUM1"
"ENST00000471918","TARBP1"
"ENST00000471946","MDM2"
"ENST00000472147","ITGB1"
"ENST00000472190","KCNK1"
"ENST00000472216","SPC25"
"ENST00000472299","NRP2"
"ENST00000472304","TLR4"
"ENST00000472383","GFM1"
"ENST00000472440","WDR13"
"ENST00000472453","CDYL"
"ENST00000472466","RGS11"
"ENST00000472485","IQCF3"
"ENST00000472491","NOM1"
"ENST00000472505","ATP6V0B"
"ENST00000472525","ATG2A"
"ENST00000472559","UQCC1"
"ENST00000472625","XRN1"
"ENST00000472648","SIK3"
