"searchedTranscript","transcriptGene"
"ENST00000533739","CHORDC1"
"ENST00000533771","RHCE"
"ENST00000533862","SCYL1"
"ENST00000534102","ARNTL"
"ENST00000534119","GLYATL1"
"ENST00000534146","ACADM"
"ENST00000534148","H2AZP4"
"ENST00000534149","CTSB"
"ENST00000534185","SOX13"
"ENST00000534195","MIR100HG"
"ENST00000534214","DNAAF3"
"ENST00000534382","CTSB"
"ENST00000534399","NFYC"
"ENST00000534425","ALDH3B2"
"ENST00000534443","CYB5R2"
"ENST00000534495","LMNB2"
"ENST00000534538","RECQL4"
"ENST00000534741","TRIM51GP"
"ENST00000534773","ACAT1"
"ENST00000534794","RSF1"
"ENST00000534897","CAPRIN2"
"ENST00000534931","NLRC5"
"ENST00000535055","ASB8"
"ENST00000535140","OTUB1"
"ENST00000535297","TMEM258"
"ENST00000535561","SOD2"
"ENST00000535676","ARHGDIB"
"ENST00000535758","ARMC6"
"ENST00000535787","ACVR2A"
"ENST00000535804","NCAPD2"
"ENST00000535826","SYT7"
"ENST00000535884","ACRBP"
"ENST00000536089","MDM2"
"ENST00000536098","ARMC6"
"ENST00000536150","OGFOD2"
"ENST00000536154","CCDC91"
"ENST00000536178","SH2B2"
"ENST00000536509","LMO3"
"ENST00000536539","LINC00937"
"ENST00000536587","CEP57"
"ENST00000536666","LINC02398"
"ENST00000536714","KRI1"
"ENST00000536761","AMN1"
"ENST00000536772","HIP1R"
"ENST00000536777","KDM6A"
"ENST00000536887","PLAAT5"
"ENST00000536950","PROSER3"
"ENST00000537064","POLE"
"ENST00000537070","LINC00900"
"ENST00000537210","SP7"
"ENST00000537309","STH"
"ENST00000537315","RFC5"
"ENST00000537318","MYRF"
"ENST00000537383","ZNF384"
"ENST00000537433","KRI1"
"ENST00000537515","DNAJC10"
"ENST00000537601","TMEM134"
"ENST00000537837","ATG16L2"
"ENST00000537840","TCF12"
"ENST00000537845","TIAM2"
"ENST00000537901","PIGQ"
"ENST00000537907","TRPT1"
"ENST00000538035","RIPOR2"
"ENST00000538041","LINC01486"
"ENST00000538047","FAM76B"
"ENST00000538073","CIT"
"ENST00000538151","OCLN"
"ENST00000538171","TRAP1"
"ENST00000538273","NLRC5"
"ENST00000538402","AGPAT2"
"ENST00000538475","USP28"
"ENST00000538524","ACRBP"
"ENST00000538686","USP3"
"ENST00000538696","CLN6"
"ENST00000538700","RHNO1"
"ENST00000538701","P2RX4"
"ENST00000538735","SAP25"
"ENST00000538800","LRRC43"
"ENST00000538845","GTF2H3"
"ENST00000539045","HMBS"
"ENST00000539063","PHC1"
"ENST00000539143","M6PR"
"ENST00000539246","SYT7"
"ENST00000539271","LRTOMT"
"ENST00000539296","TIAM2"
"ENST00000539309","DYRK4"
"ENST00000539311","FLVCR2"
"ENST00000539345","TBCD"
"ENST00000539501","ZNF664"
"ENST00000539529","OLFM1"
"ENST00000539566","SLC12A5"
"ENST00000539673","DDX11"
"ENST00000539686","ZNF84"
"ENST00000539855","CEP57"
"ENST00000540143","ASB8"
"ENST00000540243","MTF2"
"ENST00000540300","ITFG2"
"ENST00000540335","LPAR5"
"ENST00000540521","FCRLA"
"ENST00000540691","KXD1"
"ENST00000540785","CARS2"
"ENST00000540796","GPR19"
"ENST00000540894","ZSCAN2"
"ENST00000541076","MPHOSPH9"
"ENST00000541167","RAP1B"
"ENST00000541199","ADGRG6"
"ENST00000541434","CADM1"
"ENST00000541647","C1S"
"ENST00000541689","FAM227A"
"ENST00000541972","CD163"
"ENST00000541996","YTHDF2"
"ENST00000542129","DDX11"
"ENST00000542155","GTDC1"
"ENST00000542199","MRPS35"
"ENST00000542242","DDX11"
"ENST00000542264","ARAP1"
"ENST00000542274","CDH3"
"ENST00000542350","DNAJB13"
"ENST00000542357","ACRBP"
"ENST00000542388","ARNTL2"
"ENST00000542497","ITGB7"
"ENST00000542498","HPGD"
"ENST00000542573","NOL8"
"ENST00000542768","C2CD5"
"ENST00000542893","CRADD"
"ENST00000542980","ADGRD1-AS1"
"ENST00000543010","NLRP2"
"ENST00000543050","ANAPC15"
"ENST00000543080","ACACB"
"ENST00000543239","CIT"
"ENST00000543259","C12orf56"
"ENST00000543262","ME3"
"ENST00000543278","FBXL14"
"ENST00000543300","CLEC2D"
"ENST00000543362","C1R"
"ENST00000543374","MRPL48"
"ENST00000543742","AOAH"
"ENST00000543784","PARPBP"
"ENST00000544155","MST1L"
"ENST00000544258","C12orf4"
"ENST00000544274","ELP2"
"ENST00000544367","STK38L"
"ENST00000544381","MDH1"
"ENST00000544393","GLTP"
"ENST00000544397","KRI1"
"ENST00000544434","IL12RB2"
"ENST00000544573","TGM1"
"ENST00000544604","ZNRF3"
"ENST00000544742","RAD52"
"ENST00000544817","BRSK2"
"ENST00000544905","BCKDHA"
"ENST00000545047","GABARAPL1"
"ENST00000545078","DNAH10"
"ENST00000545154","HHAT"
"ENST00000545239","LINC01252"
"ENST00000545344","TM7SF3"
"ENST00000545368","CDCA3"
"ENST00000545562","UCP2"
"ENST00000545580","CCDC86"
"ENST00000545631","MIR600HG"
"ENST00000545657","OLFM1"
"ENST00000545668","DDX11"
"ENST00000545927","OLR1"
"ENST00000546114","ACRBP"
"ENST00000546205","MPDZ"
"ENST00000546281","LMO3"
"ENST00000546325","IFI35"
"ENST00000546378","HOXC11"
"ENST00000546448","FICD"
"ENST00000546497","SLC4A8"
"ENST00000546663","SLC4A8"
"ENST00000546771","ZFC3H1"
"ENST00000546776","TROAP"
"ENST00000546822","TFCP2"
"ENST00000546849","NPAS3"
"ENST00000546878","DGKA"
"ENST00000547031","KRT8"
"ENST00000547163","PLBD2"
"ENST00000547206","NR4A1"
"ENST00000547330","PPP1R12A"
"ENST00000547529","NAP1L1"
"ENST00000547564","TWF1"
"ENST00000547589","C19orf67"
"ENST00000547754","GAS2L3"
"ENST00000547807","TROAP"
"ENST00000547863","RNASEK-C17orf49"
"ENST00000547905","RACGAP1"
"ENST00000548098","ERGIC2"
"ENST00000548132","GCN1"
"ENST00000548246","IL32"
"ENST00000548251","LETMD1"
"ENST00000548365","TGFBR1"
"ENST00000548378","DGKA"
"ENST00000548434","RAPGEF3"
"ENST00000548518","SLC8B1"
"ENST00000548617","LINC01154"
"ENST00000548645","NPAS3"
"ENST00000548735","KRT6A"
"ENST00000548736","DCTN2"
"ENST00000548743","MED13L"
"ENST00000548753","COPZ1"
"ENST00000548771","CCDC38"
"ENST00000548790","PPFIA2"
"ENST00000548807","IL32"
"ENST00000548824","RACGAP1"
"ENST00000548917","YAF2"
"ENST00000549013","LINC02281"
"ENST00000549029","MYL2"
"ENST00000549050","PAWR"
"ENST00000549069","SLC8B1"
"ENST00000549176","KRT8"
"ENST00000549177","MYG1"
"ENST00000549249","DEPDC4"
"ENST00000549257","ATP23"
"ENST00000549278","LINC02458"
"ENST00000549341","DEPDC4"
"ENST00000549451","NCKAP1L"
"ENST00000549469","HOXD10"
"ENST00000549534","TROAP"
"ENST00000549569","POLR3B"
"ENST00000549760","RAB3IP"
"ENST00000549798","STAB2"
"ENST00000549866","ANKS1B"
"ENST00000549938","TMPO"
"ENST00000550044","CS"
"ENST00000550137","LMBR1L"
"ENST00000550147","TARBP2"
"ENST00000550159","CS"
"ENST00000550215","RIC8B"
"ENST00000550224","PRIM1"
"ENST00000550356","KMT2D"
"ENST00000550360","PIP4K2C"
"ENST00000550367","TUBA1B"
"ENST00000550423","RPLP0"
"ENST00000550464","PMEL"
"ENST00000550558","ASIC1"
"ENST00000550649","NUBPL"
"ENST00000550686","DLX1"
"ENST00000550780","TCHP"
"ENST00000550851","LGR5"
"ENST00000550899","CERS5"
"ENST00000550970","FMNL3"
"ENST00000551008","NPAS3"
"ENST00000551197","MED13L"
"ENST00000551457","TMCC3"
"ENST00000551458","FBXO21"
"ENST00000551480","ATF7"
"ENST00000551501","RARG"
"ENST00000551550","CORO1C"
"ENST00000551691","LIMA1"
"ENST00000551696","PRKAG1"
"ENST00000551767","EPYC"
"ENST00000552240","PRICKLE1"
"ENST00000552307","EEF1AKMT3"
"ENST00000552386","RBM19"
"ENST00000552438","ASIC1"
"ENST00000552497","CAPS2"
"ENST00000552499","MARS1"
"ENST00000552581","MORC3"
"ENST00000552623","CALCOCO1"
"ENST00000552646","LRIG3"
"ENST00000552663","LINC02356"
"ENST00000552666","QRSL1P3"
"ENST00000552671","ESPL1"
"ENST00000552686","RAB21"
"ENST00000552816","TSPAN31"
"ENST00000552844","ARHGAP29"
"ENST00000552870","DYNLL1"
"ENST00000552875","PRKCH"
"ENST00000552963","TAMALIN"
"ENST00000552989","PFKM"
"ENST00000552995","CMKLR1"
"ENST00000553016","ESPL1"
"ENST00000553078","CNOT2"
"ENST00000553102","GIHCG"
"ENST00000553187","RDH5"
"ENST00000553237","CDK4"
"ENST00000553289","SYNE2"
"ENST00000553336","NGDN"
"ENST00000553375","ZFP36L1"
"ENST00000553376","CDK2"
"ENST00000553556","FRMD6"
"ENST00000553586","GSTZ1"
"ENST00000553668","LINC02328"
"ENST00000553676","CATSPERB"
"ENST00000553764","C14orf132"
"ENST00000553770","GSTZ1"
"ENST00000553814","ALDH6A1"
"ENST00000553839","SMOC1"
"ENST00000553900","NDRG2"
"ENST00000553931","C14orf93"
"ENST00000553966","DAAM1"
"ENST00000554007","DLGAP5"
"ENST00000554067","DLGAP5"
"ENST00000554071","FOXN3-AS2"
"ENST00000554097","ALKBH1"
"ENST00000554113","DNAL1"
"ENST00000554117","PNN"
"ENST00000554147","PPP2R5C"
"ENST00000554206","RPS6KA5"
"ENST00000554240","SKOR1"
"ENST00000554264","VPS33B"
"ENST00000554266","ETFRF1"
"ENST00000554365","SPTLC2"
"ENST00000554369","MEG8"
"ENST00000554406","HAUS4"
"ENST00000554423","IFT43"
"ENST00000554492","WDR25"
"ENST00000554545","CDK2"
"ENST00000554580","FLVCR2"
"ENST00000554592","ATXN3"
"ENST00000554675","TMEM229B"
"ENST00000554728","CEP128"
"ENST00000554779","NFATC4"
"ENST00000554802","SPATA7"
"ENST00000554837","LINC00924"
"ENST00000554865","BAZ1A"
"ENST00000554871","DNAL1"
"ENST00000554887","PAPOLA"
"ENST00000554916","GALC"
"ENST00000554949","METTL17"
"ENST00000555001","LINC02308"
"ENST00000555026","NDRG2"
"ENST00000555117","COCH"
"ENST00000555168","NKAPP1"
"ENST00000555194","IRAG2"
"ENST00000555301","CHD8"
"ENST00000555367","HAUS4"
"ENST00000555402","VRK1"
"ENST00000555499","MLH3"
"ENST00000555586","TOGARAM1"
"ENST00000555615","CLMN"
"ENST00000555630","PPP2R3C"
"ENST00000555710","POMT2"
"ENST00000555745","PRC1"
"ENST00000555746","SRP54"
"ENST00000555779","SALL4P7"
"ENST00000555819","IFI27"
"ENST00000555836","KLC1"
"ENST00000556036","FANCM"
"ENST00000556037","AKAP6"
"ENST00000556157","GALT"
"ENST00000556198","ETFRF1"
"ENST00000556296","APEX1"
"ENST00000556319","UNC45A"
"ENST00000556393","L2HGDH"
"ENST00000556415","NXPH4"
"ENST00000556504","WARS1"
"ENST00000556628","HNRNPC"
"ENST00000556633","GPHN"
"ENST00000556776","RPS6KL1"
"ENST00000556826","SLC35F4"
"ENST00000556856","FLVCR2"
"ENST00000556891","DPF3"
"ENST00000556892","MAX"
"ENST00000556899","LINC01197"
"ENST00000556944","ZNF219"
"ENST00000557034","LGMN"
"ENST00000557038","MIA2"
"ENST00000557052","SLC25A47"
"ENST00000557097","NGDN"
"ENST00000557132","AP1G2"
"ENST00000557133","RHOJ"
"ENST00000557192","KIAA0586"
"ENST00000557219","TTLL5"
"ENST00000557227","RBM23"
"ENST00000557241","KRT18P7"
"ENST00000557292","TTC7B"
"ENST00000557332","TDRD9"
"ENST00000557420","RGMA"
"ENST00000557435","SRSF5"
"ENST00000557449","GABRA5"
"ENST00000557525","POMT2"
"ENST00000557573","PLD4"
"ENST00000557681","ENTPD5"
"ENST00000557714","PPP2R5C"
"ENST00000557818","CIB2"
"ENST00000557819","PDE8A"
"ENST00000557823","MOK"
"ENST00000557895","FAM81A"
"ENST00000557928","LINC02352"
"ENST00000557955","ATP8B4"
"ENST00000558034","DCP1A"
"ENST00000558076","DAPK2"
"ENST00000558092","AKAP13"
"ENST00000558093","SPG11"
"ENST00000558094","PSMA4"
"ENST00000558140","RORA-AS1"
"ENST00000558162","TRIP4"
"ENST00000558184","RHCG"
"ENST00000558186","AP3S2"
"ENST00000558187","EFL1P1"
"ENST00000558193","IPO4"
"ENST00000558239","ALDH1A2"
"ENST00000558338","VPS13C"
"ENST00000558391","ACTG1P17"
"ENST00000558437","ISL2"
"ENST00000558524","ALDH1A2"
"ENST00000558546","LRRC49"
"ENST00000558705","PKNOX2"
"ENST00000558713","TERB1"
"ENST00000558903","CHRNA3"
"ENST00000559100","GABPB1"
"ENST00000559128","OR4F28P"
"ENST00000559130","EIF5"
"ENST00000559167","ADCY4"
"ENST00000559209","RNF111"
"ENST00000559221","DUOX1"
"ENST00000559244","MORF4L1"
"ENST00000559270","DHRS4L1"
"ENST00000559414","BUB1B"
"ENST00000559426","BLM"
"ENST00000559456","KIF23"
"ENST00000559503","PCK2"
"ENST00000559560","PBX1"
"ENST00000559574","TLE3"
"ENST00000559661","EXOC3L4"
"ENST00000559711","USP3"
"ENST00000559733","BUB1B"
"ENST00000559734","TRAF3"
"ENST00000559845","LIPC"
"ENST00000559933","SPG11"
"ENST00000560005","PSEN1"
"ENST00000560136","BLM"
"ENST00000560188","SPESP1"
"ENST00000560222","IPO4"
"ENST00000560223","PSTPIP1"
"ENST00000560254","MAPK6"
"ENST00000560307","SNRPA1"
"ENST00000560312","ALDH1A2"
"ENST00000560321","KNSTRN"
"ENST00000560325","FBXL22"
"ENST00000560370","PSME2"
"ENST00000560417","MARK3"
"ENST00000560418","IQGAP1"
"ENST00000560428","TNFAIP2"
"ENST00000560549","TMOD3"
"ENST00000560585","GCNT3"
"ENST00000560603","MARK3"
"ENST00000560608","ADAM10"
"ENST00000560622","USP3-AS1"
"ENST00000560632","DTWD1"
"ENST00000560657","PCK2"
"ENST00000560741","ISG20"
"ENST00000560750","EIF3J-DT"
"ENST00000560764","TCF12"
"ENST00000560775","PATL2"
"ENST00000560813","LOC101928907"
"ENST00000560898","NUSAP1"
"ENST00000560903","TPM1-AS"
"ENST00000560964","WHAMM"
"ENST00000560973","TMC3-AS1"
"ENST00000561000","LINC01220"
"ENST00000561043","TRIM69"
"ENST00000561147","DCAF13P3"
"ENST00000561154","WDR20"
"ENST00000561166","DUOX1"
"ENST00000561170","TRIM69"
"ENST00000561221","TEX9"
"ENST00000561278","SHF"
"ENST00000561326","USP3"
"ENST00000561384","SORD2P"
"ENST00000561501","RABEP2"
"ENST00000561508","PYCARD"
"ENST00000561516","JPT2"
"ENST00000561730","NDRG4"
"ENST00000561750","HAGHL"
"ENST00000561797","VPS39"
"ENST00000561857","SPN"
"ENST00000561877","BBS2"
"ENST00000561905","TK2"
"ENST00000561922","FHOD1"
"ENST00000561946","IL4R"
"ENST00000562053","TUBGCP4"
"ENST00000562097","SAXO2"
"ENST00000562109","GRIN2A"
"ENST00000562224","HSDL1"
"ENST00000562246","DUS2"
"ENST00000562249","PRSS27"
"ENST00000562253","TEDC2"
"ENST00000562281","HAPLN3"
"ENST00000562439","RSPRY1"
"ENST00000562462","CENPT"
"ENST00000562469","GPRC5B"
"ENST00000562545","BFAR"
"ENST00000562585","FBXL16"
"ENST00000562614","LINC02140"
"ENST00000562789","COMMD4"
"ENST00000562871","ZNF423"
"ENST00000562880","TTBK2"
"ENST00000562892","FAN1"
"ENST00000562901","HACD3"
"ENST00000562943","CENPN"
"ENST00000563024","POLR3E"
"ENST00000563095","LPCAT2"
"ENST00000563123","MVP"
"ENST00000563250","FANCI"
"ENST00000563301","ULK3"
"ENST00000563376","PHKB"
"ENST00000563381","WDR59"
"ENST00000563544","ARMC5"
"ENST00000563562","PRMT7"
"ENST00000563571","KDM8"
"ENST00000563697","PARN"
"ENST00000563793","SNUPN"
"ENST00000563797","WDR59"
"ENST00000563837","CEROX1"
"ENST00000563861","ARL6IP1"
"ENST00000563878","ZNF821"
"ENST00000563899","SPTBN5"
"ENST00000563962","LCMT1-AS1"
"ENST00000563966","UBE2Q2"
"ENST00000564060","CMTM3"
"ENST00000564071","TEX38"
"ENST00000564087","TMEM208"
"ENST00000564132","DRC7"
"ENST00000564149","DNM1P31"
"ENST00000564223","RSRP1"
"ENST00000564259","LONP2"
"ENST00000564350","FANCI"
"ENST00000564381","LINC02129"
"ENST00000564475","FANCA"
"ENST00000564497","AKTIP"
"ENST00000564500","NEIL1"
"ENST00000564526","ZDHHC7"
"ENST00000564531","NR4A1AS"
"ENST00000564567","CRISPLD2"
"ENST00000564583","IL21R"
"ENST00000564632","ITGAL"
"ENST00000564636","FANCI"
"ENST00000564643","MBTPS1"
"ENST00000564773","GRAMD2A"
"ENST00000564803","IRF8"
"ENST00000564840","FIGNL2"
"ENST00000564842","CLEC18B"
"ENST00000564918","ARHGAP11A"
"ENST00000565108","CMC2"
"ENST00000565160","BBS4"
"ENST00000565237","ATMIN"
"ENST00000565250","MLST8"
"ENST00000565332","ISLR2"
"ENST00000565368","CIAPIN1"
"ENST00000565416","LOXL1-AS1"
"ENST00000565446","SLC5A2"
"ENST00000565487","ABCC11"
"ENST00000565516","ZNF821"
"ENST00000565570","AMDHD2"
"ENST00000565609","DRC7"
"ENST00000565727","BLOC1S6"
"ENST00000565794","ARL2BP"
"ENST00000565808","CLEC3A"
"ENST00000565810","CDH1"
"ENST00000565948","ZNF106"
"ENST00000566086","EIF3C"
"ENST00000566103","WWOX"
"ENST00000566128","CETP"
"ENST00000566132","FAM219B"
"ENST00000566200","ABCA3"
"ENST00000566230","COMMD4"
"ENST00000566257","TERF2"
"ENST00000566261","SYT17"
"ENST00000566350","IGHV1OR16-4"
"ENST00000566375","LPCAT2"
"ENST00000566514","TCF4"
"ENST00000566640","SIN3A"
"ENST00000566675","LOXL1-AS1"
"ENST00000566705","DOK4"
"ENST00000566858","ANKRD11"
"ENST00000566910","CPNE2"
"ENST00000566934","SQOR"
"ENST00000566973","ANKRD11"
"ENST00000567005","NEIL1"
"ENST00000567052","STOML1"
"ENST00000567092","CFAP20"
"ENST00000567130","TERF2"
"ENST00000567344","LOC102723692"
"ENST00000567356","PLCG2"
"ENST00000567458","IGHV2OR16-5"
"ENST00000567495","CLN3"
"ENST00000567510","FANCA"
"ENST00000567530","BCKDK"
"ENST00000567684","HSD11B2"
"ENST00000567744","INTS14"
"ENST00000567780","HOXC-AS3"
"ENST00000567940","INTS14"
"ENST00000568005","NDRG4"
"ENST00000568035","DYNLRB2"
"ENST00000568094","ZNF423"
"ENST00000568115","SYT17"
"ENST00000568117","CARHSP1"
"ENST00000568221","IGFALS"
"ENST00000568251","ERI2"
"ENST00000568278","CYBA"
"ENST00000568343","TYRO3"
"ENST00000568408","DDX19B"
"ENST00000568516","PRRT2"
"ENST00000568532","GOLGA6B"
"ENST00000568564","CENPT"
"ENST00000568628","RGL3"
"ENST00000568630","MGA"
"ENST00000568645","ADGRG1"
"ENST00000568687","GANC"
"ENST00000568786","GSTM2"
"ENST00000568857","HSDL1"
"ENST00000568915","RRAD"
"ENST00000568954","PHLPP2"
"ENST00000568996","RSRP1"
"ENST00000569057","ZFYVE19"
"ENST00000569120","SAXO2"
"ENST00000569124","SCAMP2"
"ENST00000569161","PML"
"ENST00000569332","WWOX"
"ENST00000569343","NRG4"
"ENST00000569400","BANP"
"ENST00000569419","STARD9"
"ENST00000569632","SNHG20"
"ENST00000569702","SHCBP1"
"ENST00000569714","RNF151"
"ENST00000569788","WDR59"
"ENST00000569815","GOLGA6L7"
"ENST00000569907","MBTPS1"
"ENST00000569914","C16orf70"
"ENST00000570134","PMM2"
"ENST00000570142","GPRC5B"
"ENST00000570163","ATF7IP2"
"ENST00000570168","LMF1"
"ENST00000570191","USP10"
"ENST00000570220","PLK1"
"ENST00000570279","CFDP1"
"ENST00000570305","ACSM5"
"ENST00000570477","DPH1"
"ENST00000570562","ALOX12-AS1"
"ENST00000570622","HMOX2"
"ENST00000570634","TIGD7"
"ENST00000570833","DPH1"
"ENST00000570971","SRRM2"
"ENST00000571080","NXN"
"ENST00000571167","NOMO3"
"ENST00000571298","METTL16"
"ENST00000571308","SLC2A4"
"ENST00000571542","TRIM16L"
"ENST00000571605","CTRL"
"ENST00000571756","CORO7"
"ENST00000571945","ABR"
"ENST00000572123","LINC00921"
"ENST00000572139","DNAJA3"
"ENST00000572251","FBXO39"
"ENST00000572334","VPS53"
"ENST00000572595","PIMREG"
"ENST00000572603","RAB40B"
"ENST00000572632","CLUAP1"
"ENST00000572844","POLR2A"
"ENST00000573018","ERCC4"
"ENST00000573100","SMIM28"
"ENST00000573144","KAT8"
"ENST00000573224","GOSR2"
"ENST00000573363","B3GNTL1"
"ENST00000573476","TFAP4"
"ENST00000573659","BAIAP2"
"ENST00000573791","RSL1D1"
"ENST00000573966","TEKT1"
"ENST00000574048","ABR"
"ENST00000574135","ZFAND2A"
"ENST00000574137","NUBP1"
"ENST00000574153","SIRT7"
"ENST00000574680","PKMYT1"
"ENST00000574898","ANKRD26P1"
"ENST00000574995","ZC3H7A"
"ENST00000575090","MCRIP1"
"ENST00000575193","ANKRD36BP2"
"ENST00000575247","CFAP52"
"ENST00000575258","TMPOP2"
"ENST00000575268","TNK1"
"ENST00000575363","AATK"
"ENST00000575397","RFWD3"
"ENST00000575398","FGF11"
"ENST00000575422","ABCC1"
"ENST00000575478","B9D1"
"ENST00000575606","DLGAP1-AS1"
"ENST00000575630","ZNF200"
"ENST00000575750","BAIAP2"
"ENST00000575784","SPAG7"
"ENST00000575909","TOM1L1"
"ENST00000575957","EIF4A3"
"ENST00000576027","RMI2"
"ENST00000576309","CLUH"
"ENST00000576329","PLD2"
"ENST00000576470","BAIAP2"
"ENST00000576510","NFKBIB"
"ENST00000576617","CLEC10A"
"ENST00000576683","ABCC6"
"ENST00000576947","WSCD1"
"ENST00000577249","CDC6"
"ENST00000577294","MYOM1"
"ENST00000577296","MYO15B"
"ENST00000577334","ENOSF1"
"ENST00000577404","MIR3186"
"ENST00000577422","CUEDC1"
"ENST00000577431","NFE2L1"
"ENST00000577509","FDXR"
"ENST00000577640","UBB"
"ENST00000577701","HSD11B1L"
"ENST00000577829","MIR3154"
"ENST00000577913","BRIP1"
"ENST00000578006","RHBDL3"
"ENST00000578016","CYB561"
"ENST00000578017","MYH2"
"ENST00000578043","RN7SL154P"
"ENST00000578055","OSBPL1A"
"ENST00000578092","LINC00908"
"ENST00000578134","CDK5RAP3"
"ENST00000578352","ISYNA1"
"ENST00000578412","TOP2A"
"ENST00000578430","SRSF1"
"ENST00000578544","ANAPC11"
"ENST00000578549","AURKB"
"ENST00000578697","TLK2"
"ENST00000578707","MIR5091"
"ENST00000578743","PIK3R5"
"ENST00000578900","PHF12"
"ENST00000578955","GREB1L"
"ENST00000579060","NEK8"
"ENST00000579098","PER1"
"ENST00000579267","RN7SL525P"
"ENST00000579324","NUP85"
"ENST00000579339","LINC00271"
"ENST00000579371","SEPTIN4"
"ENST00000579376","DRC3"
"ENST00000579492","LINC01925"
"ENST00000579517","FBXO15"
"ENST00000579537","NFE2L1"
"ENST00000579541","TANC2"
"ENST00000579662","ITGB4"
"ENST00000579711","GH1"
"ENST00000579726","ACE"
"ENST00000580002","SHMT1"
"ENST00000580038","THOC1"
"ENST00000580273","SLC25A19"
"ENST00000580288","STRADA"
"ENST00000580296","NARF"
"ENST00000580302","MED24"
"ENST00000580377","SPAG5"
"ENST00000580441","TMEM94"
"ENST00000580444","RNF135"
"ENST00000580554","NCOR1"
"ENST00000580605","ENOSF1"
"ENST00000580724","MYO15B"
"ENST00000580727","MIR3145"
"ENST00000580770","SNHG29"
"ENST00000580772","PPP1R1B"
"ENST00000580835","RN7SL230P"
"ENST00000580837","AMZ2"
"ENST00000580915","MIR4435-2"
"ENST00000580920","MIR4258"
"ENST00000580983","MTMR4"
"ENST00000581006","PIGL"
"ENST00000581178","MIR3164"
"ENST00000581229","FAM222B"
"ENST00000581348","GIT1"
"ENST00000581394","TTC39C"
"ENST00000581608","ASPSCR1"
"ENST00000581625","CCDC57"
"ENST00000581660","CSNK1D"
"ENST00000581761","MKS1"
"ENST00000581864","SECTM1"
"ENST00000581941","MAP2K4"
"ENST00000581949","TMEM220"
"ENST00000582015","EPN2"
"ENST00000582022","SAP30BP"
"ENST00000582040","CCDC57"
"ENST00000582113","TMEM97"
"ENST00000582253","RN7SL733P"
"ENST00000582276","PGAP3"
"ENST00000582377","MAP2K4"
"ENST00000582395","CYBC1"
"ENST00000582416","DRC3"
"ENST00000582452","LINC00908"
"ENST00000582552","MIR4435-1"
"ENST00000582558","DCXR-DT"
"ENST00000582563","SECTM1"
"ENST00000582614","MIR3939"
"ENST00000582697","LINC01894"
"ENST00000582733","GARS1-DT"
"ENST00000582806","RN7SL460P"
"ENST00000582995","PRR11"
"ENST00000583069","RN7SL470P"
"ENST00000583093","SECTM1"
"ENST00000583263","KLHL14"
"ENST00000583269","KPNA2"
"ENST00000583312","ACADVL"
"ENST00000583340","SUPT6H"
"ENST00000583473","RGS9"
"ENST00000583535","MYH3"
"ENST00000583539","RAD51C"
"ENST00000583540","GRAPL"
"ENST00000583558","LINC01915"
"ENST00000583650","RN7SL498P"
"ENST00000583786","WSB1"
"ENST00000583809","L3MBTL4"
"ENST00000583915","AURKB"
"ENST00000583965","CDRT1"
"ENST00000583989","NAT9"
"ENST00000584080","PIGS"
"ENST00000584118","SLC16A5"
"ENST00000584554","PITPNC1"
"ENST00000584583","RPL23"
"ENST00000584657","PSMC5"
"ENST00000585038","MICAL3"
"ENST00000585047","THRA"
"ENST00000585095","PER1"
"ENST00000585168","CEP112"
"ENST00000585180","MYO15A"
"ENST00000585321","TNNT1"
"ENST00000585437","ATG4D"
"ENST00000585464","TAF9P3"
"ENST00000585466","CLIP3"
"ENST00000585567","SPC24"
"ENST00000585741","HMG20B"
"ENST00000585812","BCAS3"
"ENST00000585852","FMNL1"
"ENST00000585898","ECSIT"
"ENST00000585901","TYROBP"
"ENST00000585903","MBD3"
"ENST00000585923","PIGN"
"ENST00000585979","BCAS3"
"ENST00000586002","PCSK4"
"ENST00000586114","PSME3"
"ENST00000586124","WDR7"
"ENST00000586128","SEPTIN9"
"ENST00000586204","MPPE1"
"ENST00000586279","ACBD4"
"ENST00000586396","SF3A2"
"ENST00000586440","SMIM22"
"ENST00000586683","ELOF1"
"ENST00000586771","COASY"
"ENST00000586786","DMAC2"
"ENST00000586877","DNAAF3"
"ENST00000586957","AP1M1"
"ENST00000586958","SPRED3"
"ENST00000586962","LOC101927572"
"ENST00000587026","RDH13"
"ENST00000587047","ZNF180"
"ENST00000587063","PRCD"
"ENST00000587090","SPINT2"
"ENST00000587143","ZNF793"
"ENST00000587208","ZNF542P"
"ENST00000587351","FAM32A"
"ENST00000587465","TNNT1"
"ENST00000587468","THOP1"
"ENST00000587514","SEPTIN9"
"ENST00000587581","UBE2O"
"ENST00000587597","RTN2"
"ENST00000587650","ZNF846"
"ENST00000587657","CELF4"
"ENST00000587694","RAMP2-AS1"
"ENST00000587761","SEH1L"
"ENST00000587763","ANKRD29"
"ENST00000587798","AANAT"
"ENST00000587832","GCDH"
"ENST00000587948","TMEM205"
"ENST00000587976","ACBD4"
"ENST00000587988","SMARCA4"
"ENST00000587991","DNM2"
"ENST00000588009","TUBD1"
"ENST00000588115","C19orf57"
"ENST00000588120","ST6GALNAC2"
"ENST00000588144","LOC101927322"
"ENST00000588163","ZFP28"
"ENST00000588201","ROGDI"
"ENST00000588232","ATF7"
"ENST00000588372","RAD51D"
"ENST00000588428","NCLN"
